,0
292,1.00187617260788
293,1.0041407867494825
294,1.0218978102189782
295,1.033103448275862
296,1.0091848450057406
297,1.0136986301369864
298,1.003338898163606
299,1.0031595576619274
300,1.0
301,1.0059701492537314
302,1.0078534031413613
303,1.0
304,1.003154574132492
305,1.0205799812909262
306,1.0
307,1.0256410256410255
308,1.0050632911392405
309,1.0045045045045045
310,1.0597864768683274
311,1.0077319587628866
312,1.0034188034188034
313,1.0021276595744681
314,1.0043956043956044
315,1.0058479532163742
316,1.0026178010471205
317,1.1693091732729333
318,1.0071225071225072
319,1.0079129574678536
320,2.850467289719626
321,1.0091575091575091
322,1.01468788249694
323,1.0059171597633136
324,1.0068181818181818
325,1.002865329512894
326,1.0057142857142858
327,1.0
328,1.0018181818181817
329,1.020637898686679
330,1.0080213903743316
331,1.0079575596816976
332,1.004040404040404
333,1.008415147265077
334,1.0287128712871287
335,1.029157667386609
336,1.0044345898004434
337,1.0072992700729928
338,1.004739336492891
339,1.0
340,1.0186046511627906
341,1.0048134777376654
342,1.0046296296296295
343,1.0141242937853108
344,1.0018050541516246
345,1.0070224719101124
346,1.0
347,1.00711743772242
348,1.0
349,1.0016949152542374
350,1.0091012514220705
351,1.0077120822622108
352,1.0051975051975053
353,1.0
354,1.001416430594901
355,1.0027855153203342
356,1.0067340067340067
357,1.0022935779816513
358,1.0034662045060658
359,1.0041666666666667
360,1.0067476383265856
361,1.0018181818181817
362,1.0024509803921569
363,1.0056947608200455
364,1.033009708737864
365,1.0119047619047619
366,1.003770028275212
367,1.0044910179640718
368,1.0
369,1.0054945054945055
370,1.002911208151383
371,1.0017421602787457
372,1.0046511627906978
373,1.0012578616352201
374,1.0048899755501222
375,1.0111524163568772
376,1.0088809946714032
377,1.0
378,1.001310615989515
379,1.0
380,1.0044543429844097
381,1.0
382,1.019047619047619
383,1.0052151238591918
384,1.010221465076661
385,1.0025510204081634
386,1.0406976744186047
387,1.0018587360594795
388,1.0130246020260492
389,1.0035294117647058
390,1.1876006441223832
391,1.0034423407917383
392,1.005390835579515
393,1.0019685039370079
394,1.0024752475247525
395,1.006002400960384
396,1.003058103975535
397,1.001416430594901
398,1.0023174971031286
399,1.0061919504643964
400,1.0162689804772234
401,1.0030959752321982
402,1.0106496272630459
403,1.0024509803921569
404,1.0217770034843205
405,1.0013698630136987
406,1.0
407,1.0
408,1.0060698027314112
409,1.0048076923076923
410,1.0
411,1.0087173100871731
412,1.0052770448548813
413,1.0026455026455026
414,1.0
415,1.0
416,1.0062056737588652
417,1.0166204986149585
418,1.0
419,1.004885993485342
420,1.0064043915827996
421,1.001310615989515
422,1.0
423,1.0
424,1.002433090024331
425,1.0153508771929824
426,1.0087829360100375
427,1.0045871559633028
428,1.0
429,1.0061601642710472
430,1.0801740211311373
431,1.0122086570477247
432,1.0086767895878526
433,1.0035335689045937
434,1.001602564102564
435,1.0019455252918288
436,1.0023255813953489
437,1.0389610389610389
438,1.0
439,1.002865329512894
440,1.0280701754385966
441,1.019189765458422
442,1.4
443,1.0056179775280898
444,1.017353579175705
445,1.0
446,1.0
447,1.0019011406844107
448,1.0751633986928104
449,1.002247191011236
450,1.0064308681672025
451,1.0
452,1.0054869684499315
453,1.0043196544276458
454,1.003062787136294
455,1.0055126791620728
456,1.0034423407917383
457,1.00164744645799
458,1.0056497175141244
459,1.005281690140845
460,1.002857142857143
461,1.0072886297376094
462,1.003058103975535
463,1.0050377833753148
464,1.0015408320493067
465,1.0154867256637168
466,1.0
467,1.0107991360691144
468,1.003875968992248
469,1.0061475409836065
470,1.0046403712296983
471,1.0194174757281553
472,1.0053859964093357
473,1.0035273368606703
474,1.0041237113402062
475,1.0044493882091212
476,1.0
477,1.0223463687150838
478,1.0
479,1.0518731988472623
480,1.011061946902655
481,1.0027855153203342
482,1.0048780487804878
483,1.0089285714285714
484,1.0
485,1.0056022408963585
486,1.0
487,1.0
488,1.0024038461538463
489,1.003125
490,1.0
491,1.0
492,1.0
493,1.0
494,1.5
495,1.0
496,1.0
497,1.0
498,1.0
499,1.0
500,1.0
501,1.25
502,1.0
503,1.0
504,1.0
505,1.0
506,1.0
507,1.0
508,1.0
509,1.0
510,1.0
511,1.5
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,2.0
518,1.0
519,1.0
520,1.0
521,1.0
522,1.0
523,1.3333333333333333
524,1.0
525,1.0
526,1.0
527,1.0
528,1.0
529,2.0
530,1.0
531,1.0
532,1.0
533,1.0
534,2.0
535,1.0
536,1.0
537,1.0
538,1.0
