,id,val
254,8073873840719601655,254
255,2486766860431340829,255
256,9090494937141424170,256
257,3933576440147437783,257
258,1324711243256079431,258
259,8604760745999833635,259
260,1485355072760805970,260
261,3891264094863370703,261
262,401608409078803950,262
263,6206751151934350967,263
264,9028382462624110704,264
265,3449906192629220227,265
266,4730332944869925968,266
267,8034014249331272637,267
268,2444871135670595807,268
269,1188886319037313063,269
270,2769325030748005157,270
271,605140935222794235,271
272,3552555863717876743,272
273,5628731143176480866,273
274,1564697347935602136,274
275,7800199981419598821,275
276,2639782840193998302,276
277,7269666266945019297,277
278,7928728133347645647,278
279,8742885012138412111,279
280,3557087237674630794,280
281,4553741234082020782,281
282,4783068067704523568,282
283,1454991718084664049,283
284,6835189764919746072,284
285,7165089198541247961,285
286,7810845149940257154,286
287,140199532649262575,287
288,6700205653822424559,288
289,3411078897447237934,289
290,7335906826609440739,290
291,7741555901284673889,291
292,8381598467327647093,292
293,3684865627460824384,293
294,7508698289722542420,294
295,5035507415958505338,295
296,8736972261938279055,296
297,4223642432792532905,297
298,6190291769435275431,298
299,6547291063756653115,299
300,6721693733825645470,300
301,100670421557790535,301
302,2899266241547759654,302
303,2950673307605020187,303
304,8267091063317927728,304
305,3355964660155875259,305
306,3410187157010981215,306
307,4069843186865860424,307
308,4900714096283263619,308
309,2943732258825304685,309
310,2976045368419517725,310
311,4120325102144902345,311
312,4700759708176429466,312
313,5254920233222510111,313
314,7651124199321619396,314
315,1258129089952486938,315
316,5453033308428757696,316
317,7310160001796817277,317
318,4853229276890186446,318
319,1567068929703954020,319
320,4151212544567892073,320
321,3145535287478985192,321
322,4733652108159757037,322
323,5048025997327319126,323
324,1411049101518437098,324
325,2693534275260314098,325
326,5813181484015283222,326
327,5994303900897369131,327
328,2836984108500781008,328
329,3232333568492323330,329
330,4723008963296772225,330
331,7500926462320676222,331
332,5038222557218054869,332
333,2428028045951144938,333
334,4577125193696403924,334
335,7630373312878770511,335
336,1736427146273652356,336
337,2178797276674805200,337
338,7299330263891848742,338
339,1519391066364067495,339
340,3939716487280444528,340
341,896239053579162138,341
342,5190410911577532601,342
343,6472234742928442639,343
344,6596477224139237248,344
345,7887751739049043230,345
346,5010456923524073415,346
347,7640837096380101159,347
348,2165615276945191899,348
349,2886615683343734522,349
350,4696475929912495191,350
351,5051997657856298904,351
352,1058241667815469540,352
353,4259817312070497624,353
354,4507104380683061750,354
355,6243076211879184331,355
356,277971958366605925,356
357,7831908147248642718,357
358,1045617830876991761,358
359,6130594080009760775,359
360,6106253060430341681,360
361,2930306563080904218,361
362,625946011894317895,362
363,441054968299719702,363
364,4304572831211605661,364
365,8491476075117990270,365
366,895515249920113141,366
367,3937139360851577671,367
368,905706459541087244,368
369,6947600923794307672,369
370,9053682795303467962,370
371,6286581601237044954,371
372,6072842575474785945,372
373,6495456468943643353,373
374,2170835392571376570,374
375,1210324986589931922,375
376,3506583208688897340,376
377,5676409292342853729,377
378,8983932419977050595,378
379,2934243555093972662,379
380,2424378769063252959,380
381,2906553735390061840,381
382,4761131599689251118,382
383,8622242012958029898,383
384,4304266835052078651,384
385,4538707585231109058,385
386,7260637975327411002,386
387,4187990291243504784,387
388,4135335377799288131,388
389,5439851833261958847,389
390,6590908705817898024,390
391,8431263805393422133,391
392,1023280480942069518,392
393,2887390537207147317,393
394,4833825125239355898,394
395,9208970943430807363,395
396,3505676199538325604,396
397,5118073894352076666,397
398,4464845626820170629,398
399,1218391469448849037,399
400,599225798146342838,400
401,1639407304044097994,401
402,4719769865534913696,402
403,4997437366315911536,403
404,7683040491188562102,404
405,9173343782673973426,405
406,8380438440088687967,406
407,2984103659215844752,407
408,3855088784381494128,408
409,3391042544567426272,409
410,642428637310777258,410
411,860733943490081010,411
412,6261126187140873153,412
413,3264444899084817896,413
414,1020517967048203191,414
415,5420004629678826695,415
416,5595214819838513501,416
417,2052689421326173229,417
418,1296318385548951681,418
419,4706569827812853649,419
420,6455373417544269857,420
421,2699686806543021384,421
422,70962159902343026,422
423,2771574915115027933,423
424,6861326911902337402,424
425,5070526498254742907,425
426,9131182526470956674,426
427,398194198805457715,427
428,6889877656216293490,428
429,3930568325289511699,429
430,6808347026108568574,430
431,7619769669289713473,431
432,5976334042179721339,432
433,2321309504684175259,433
434,56770201154831864,434
435,5809869629066114418,435
436,6316121079822633965,436
437,716935564934018890,437
438,402104628417190239,438
439,2924970720588960871,439
440,7398373044743834494,440
441,7517245497760836826,441
442,6235022066769294325,442
443,3651275696711946632,443
444,2851494391888379716,444
445,7796704070938761544,445
446,4637408188978709949,446
447,1551153095406971249,447
448,5272997585295521260,448
449,6024668875568663740,449
450,4749945772350716911,450
451,5838998140969323638,451
452,5026386084788898935,452
453,1594271052652957220,453
454,3205701174830506022,454
455,2850274530442097892,455
456,3739863709641733769,456
457,1492534056723042530,457
458,1091190812284273157,458
459,7131454618245464461,459
460,2302341927271356986,460
461,6132585021646909504,461
462,1541760682999376676,462
463,8091499565413936348,463
464,3057450306757234300,464
465,6982231443388607098,465
466,7114548482837413945,466
467,7600023406352101656,467
468,1545673861537157524,468
469,2099591234867156590,469
470,1188081138098976021,470
471,3811078734948900116,471
472,753846046626302766,472
473,6635502366708133531,473
474,8366660083633561080,474
475,1718055554810408236,475
476,8290495394742723630,476
477,482004761482411756,477
478,3877919560489393161,478
479,1923355030228942924,479
480,3217347275587941674,480
481,633626781599368982,481
482,8679358109832507197,482
483,878202715708616901,483
484,8894244506110084880,484
485,6949141615268452466,485
486,5986993037282341163,486
487,161912590330675450,487
488,4151098067551333216,488
489,1458512560686467035,489
490,4432829413075266018,490
491,7456266269222559602,491
492,5329948123005583081,492
493,3418985492847960764,493
494,1609066667512926923,494
495,4503904905105350123,495
496,5194616817579721435,496
497,2243844528580542031,497
498,8620648820787832659,498
499,2679274209015806104,499
500,7085550782588407381,500
501,8704399662923415118,501
502,1733958504199370585,502
503,8852348163950164423,503
504,466122145409001993,504
505,6657163517614162406,505
506,3947794641222203294,506
507,4916269759642439546,507
508,4384392302835307890,508
509,1824675286297828983,509
510,7867067114832483993,510
511,8602654454042294128,511
512,7600788770474338163,512
513,1728621666524296615,513
514,7721286411959026887,514
515,3994825961428294992,515
516,7768896821901689661,516
517,5070406202004694238,517
518,7081390214729399753,518
519,576006017123449210,519
520,5740558382180822560,520
521,4962009386184835294,521
522,5915606340191407689,522
523,4476621886561365668,523
524,2632452905725643033,524
525,5421741310508493549,525
526,3541717506902122133,526
527,3821836790025117411,527
528,7422214414468023904,528
529,714028373799377477,529
530,4541714328833055088,530
531,4843476092800105345,531
532,7599581686906545458,532
533,7147576413666439448,533
534,6731818028068710847,534
535,6246455540529687045,535
536,6839705713825000886,536
537,6058953605927254686,537
538,4121938566561679704,538
