,id,val
0,1331731186241134178,0
1,1336715627616364946,1
2,1913003655301945239,2
3,7435641053063427914,3
4,737670975463653856,4
5,3398611740160718989,5
6,5101756719615476258,6
7,7241075282237721387,7
8,6683159578094575932,8
9,1155562636157432983,9
10,5561294982351160096,10
11,6002488523543808197,11
12,8714321951742318973,12
13,1161222413519607568,13
14,2097810288464482195,14
15,5610008375107306861,15
16,1304915546221196826,16
17,8066122325579095851,17
18,2570506922029274353,18
19,3455136982206448324,19
20,6617482751287210054,20
21,9105773273715501159,21
22,1396035296797382871,22
23,2566362126491332623,23
24,7870989550813941047,24
25,1965522757843837493,25
26,3893968759609682715,26
27,4669683755001151843,27
28,5944907827980751130,28
29,6612168424670571656,29
30,946180032524845328,30
31,4496785069188293497,31
32,5251647995811785396,32
33,5440290204664021438,33
34,5903031011860056729,34
35,7893517503223296389,35
36,8405759108835333857,36
37,108571223216091877,37
38,6573947514783036540,38
39,7045310851295646686,39
40,8203460032407458181,40
41,3615982237552954784,41
42,3771801775643244829,42
43,3797980347767515401,43
44,4501300687807117702,44
45,5350129378332776599,45
46,5478110711664307154,46
47,1366486654528010094,47
48,7956496375996231149,48
49,8421950360944077064,49
50,4522620599497170471,50
51,5145577884641562507,51
52,7129718215141539320,52
53,8096805314010429417,53
54,9107214669541149753,54
55,3212306419124035752,55
56,4736617612607365545,56
57,4612140123734925274,57
58,4942158102627391859,58
59,7222321513225138182,59
60,4942566902080692175,60
61,6110808841565436310,61
62,1011115523130927864,62
63,2593304534688212929,63
64,368740081501453914,64
65,1560616255241742510,65
66,1746255898961407518,66
67,6072375905080339929,67
68,7559692742087391493,68
69,8975182605351401947,69
70,3269274051670598927,70
71,5566126605211849949,71
72,7341550893129842017,72
73,1275267658453436908,73
74,5040215113118185315,74
75,466473117467912334,75
76,2984752121711150409,76
77,3497215282199771681,77
78,5572251577044109331,78
79,6833267496949447871,79
80,7261616585863472745,80
81,2180187955578894951,81
82,2651480655471329551,82
83,2883473754778890331,83
84,4574040863613308486,84
85,4093392211453611311,85
86,4664853655419287,86
87,7075491327535556308,87
88,3856987200481659347,88
89,7006999597222169608,89
90,7270982136367221864,90
91,8902169816698075683,91
92,2034451288005972123,92
93,146985018043866446,93
94,9202280647071274705,94
95,1413807917068409262,95
96,5712902886229892718,96
97,1962645878451483174,97
98,8532453824534521631,98
99,4122517681616110465,99
100,5007113432488259275,100
101,7990772444239018337,101
102,2182594663430634831,102
103,3315835320223835013,103
104,1529371805079198010,104
105,8214464423675061465,105
106,1647697340456016579,106
107,5035602593473279039,107
108,1374200209684771417,108
109,5730064122938835840,109
110,100459171840484639,110
111,1643362567822364399,111
112,2668036139076462607,112
113,7549210150399079702,113
114,1790288908874625201,114
115,5574105295340017131,115
116,9045274477408763399,116
117,6015892195460290042,117
118,306446194545434834,118
119,5689251315330117634,119
120,5314294513087666829,120
121,745531510797296233,121
122,4595112376248466200,122
123,521630549682136336,123
124,2205467369627124822,124
125,617717190676253054,125
126,2182648333340701432,126
127,2462637464558474200,127
128,6595253069973178052,128
129,7972638678599937484,129
130,824805060953052720,130
131,1077561302727319391,131
132,67430505974266306,132
133,7608564882640589084,133
134,9101699446477793458,134
135,417023939004436036,135
136,923274385191933792,136
137,3556711155825289772,137
138,5996685943079716381,138
139,9039492385198365820,139
140,3925253927268147576,140
141,7070378406380693991,141
142,2094705476432891136,142
143,8264084576019958240,143
144,3357730268712656651,144
145,5233423985952720797,145
146,1947593774170713675,146
147,6716191339412858465,147
148,7466808126828574845,148
149,7602277713859172296,149
150,7211472945118255576,150
151,7909444155349751696,151
152,248251419196055076,152
153,7301990929868186374,153
154,8543645865199399626,154
155,7114671607758890461,155
156,9072059382294699011,156
157,754456615597202420,157
158,3175830236984461287,158
159,3415683252579490000,159
160,6539424037010797536,160
161,3869951071421869884,161
162,4404161219422592741,162
163,6624136956482465650,163
164,7129617946508210624,164
165,1612603502379132058,165
166,1847605581805649539,166
167,4610209840050917926,167
168,6959023445664812314,168
169,5891512199587776066,169
170,5349216268372867755,170
171,6481221346259782889,171
172,8586364903071082993,172
173,800112964443013095,173
174,7272637017843485142,174
175,1292141073663295981,175
176,5494030965430035042,176
177,1108085817241120402,177
178,7162169384463203448,178
179,255344331244246119,179
180,1103557715161564100,180
181,2280554361720567768,181
182,6867086828130189483,182
183,1738450818260989695,183
184,4399025521839945418,184
185,7583220493983739980,185
186,6285984312526878581,186
187,6601077103382916571,187
188,716877020031775787,188
189,822043397492434507,189
190,1251655062647410473,190
191,3469740592050032385,191
192,4791234064805876969,192
193,5654538597012118714,193
194,1929318416976556438,194
195,4627806457648007688,195
196,6778625465845016942,196
197,7635373549852617486,197
198,922770840377832605,198
199,4730842644649314178,199
200,5200059340788794229,200
201,608997457753305243,201
202,5658857270301870068,202
203,5113986239198861541,203
204,1391572509219260078,204
205,3560337350471154903,205
206,4474770828003663379,206
207,750556993121044330,207
208,1833760639046547504,208
209,2836438908368408116,209
210,1294056480389871198,210
211,5775634317021755701,211
212,913123953496470035,212
213,836945335609331430,213
214,3423255638505231397,214
215,2525273299922420160,215
216,2638821849471398448,216
217,2414921363060165597,217
218,5623519941562243817,218
219,6898512775031293997,219
220,8556496424374803715,220
221,3704863353937667980,221
222,7980330338534887736,222
223,4470526277233866905,223
224,6209364856195916309,224
225,4118833893051058399,225
226,7697129851354317938,226
227,580914346439077050,227
228,7388968636509119332,228
229,3661299848013983274,229
230,7428433154130272132,230
231,8784503040925972898,231
232,2634694001534768682,232
233,5254081703095251062,233
234,6813810437735499528,234
235,7308955566450311986,235
236,7217455669218222351,236
237,7662962602693264504,237
238,2174143209820598132,238
239,9167086045041131611,239
240,79592222281026681,240
241,5856558760800761258,241
242,6567803275683323444,242
243,1134106962249903428,243
244,805375962505978627,244
245,1238760765024775632,245
246,9181422185636075279,246
247,9091730908646524368,247
248,2930026672445728600,248
249,4545526623053894407,249
250,3760418328327562738,250
251,1691048167182528780,251
252,2272495289021830529,252
253,5987226984921572762,253
